season,week,celebrity_name,judge_percent,judge_rank,eliminated_this_week,estimated_fan_vote_share,rule_type
32,10,Charity Lawson,0.207,2,0,0.19811985046663472,S28+_bottom2
32,10,Ariana Madix,0.204,3,0,0.19811977060646332,S28+_bottom2
32,10,Jason Mraz,0.2,4,0,0.20407979797720946,S28+_bottom2
32,10,Alyson Hannigan,0.179,5,0,0.20156091406505763,S28+_bottom2
32,11,Jason Mraz,0.206,1,0,0.20326723584959192,S28+_bottom2
32,11,Xochitl Gomez,0.206,1,0,0.19849493162390752,S28+_bottom2
32,11,Ariana Madix,0.203,3,0,0.19849510364575204,S28+_bottom2
32,11,Charity Lawson,0.203,3,0,0.19849511354315977,S28+_bottom2
32,11,Alyson Hannigan,0.182,5,0,0.20124761533758861,S28+_bottom2
33,1,Chandler Kinney,0.093,1,0,0.07853438114230743,S28+_bottom2
33,1,Dwight Howard ,0.089,2,0,0.08884085675946803,S28+_bottom2
33,1,Joey Graziadei,0.085,3,0,0.07853439968012026,S28+_bottom2
33,1,Stephen Nedoroscik,0.085,3,0,0.07853438516725332,S28+_bottom2
33,1,Danny Amendola,0.081,5,0,0.07853438834846904,S28+_bottom2
33,1,Jenn Tran,0.077,6,0,0.07610409268463147,S28+_bottom2
33,1,Phaedra Parks,0.077,6,0,0.07725052604537151,S28+_bottom2
33,1,Anna Delvey,0.073,8,0,0.07150750579208795,S28+_bottom2
33,1,Brooks Nader,0.073,8,0,0.06925272767247695,S28+_bottom2
33,1,Ilona Maher,0.073,8,0,0.08097056159249298,S28+_bottom2
33,1,Tori Spelling,0.069,11,0,0.05523402881504652,S28+_bottom2
33,1,Reginald VelJohnson,0.065,12,0,0.08335106956808816,S28+_bottom2
33,1,Eric Roberts,0.061,13,0,0.0833510767321864,S28+_bottom2
33,2,Chandler Kinney,0.093,1,0,0.07986697570215577,S28+_bottom2
33,2,Dwight Howard ,0.085,2,0,0.09633894992077892,S28+_bottom2
33,2,Joey Graziadei,0.085,2,0,0.0798669928415006,S28+_bottom2
33,2,Stephen Nedoroscik,0.085,2,0,0.07986698103793283,S28+_bottom2
33,2,Danny Amendola,0.081,5,0,0.07986698150625725,S28+_bottom2
33,2,Ilona Maher,0.081,5,0,0.08383058342548869,S28+_bottom2
33,2,Phaedra Parks,0.081,5,0,0.07775898042821067,S28+_bottom2
33,2,Brooks Nader,0.078,8,0,0.06429662150465362,S28+_bottom2
33,2,Jenn Tran,0.074,9,0,0.07586495805604701,S28+_bottom2
33,2,Tori Spelling,0.074,9,1,0.03896876270757643,S28+_bottom2
33,2,Anna Delvey,0.066,11,1,0.06815340076379399,S28+_bottom2
33,2,Eric Roberts,0.058,12,0,0.08765990605280194,S28+_bottom2
33,2,Reginald VelJohnson,0.058,12,0,0.08765990605280223,S28+_bottom2
33,3,Joey Graziadei,0.11,1,0,0.09286156956349029,S28+_bottom2
33,3,Chandler Kinney,0.108,2,0,0.09286156220604747,S28+_bottom2
33,3,Jenn Tran,0.097,3,0,0.08459252612869414,S28+_bottom2
33,3,Stephen Nedoroscik,0.097,3,0,0.09286156981504717,S28+_bottom2
33,3,Brooks Nader,0.096,5,0,0.05965210492109662,S28+_bottom2
33,3,Danny Amendola,0.094,6,0,0.09286157550631631,S28+_bottom2
33,3,Ilona Maher,0.088,7,0,0.10089208363483118,S28+_bottom2
33,3,Phaedra Parks,0.088,7,0,0.08852686875310233,S28+_bottom2
33,3,Dwight Howard ,0.082,9,0,0.12531228865880023,S28+_bottom2
33,3,Eric Roberts,0.072,10,1,0.08478893155813419,S28+_bottom2
33,3,Reginald VelJohnson,0.066,11,1,0.08478891925444014,S28+_bottom2
33,4,Danny Amendola,0.122,1,0,0.11327438197912272,S28+_bottom2
33,4,Joey Graziadei,0.122,1,0,0.11327439105428497,S28+_bottom2
33,4,Stephen Nedoroscik,0.112,3,0,0.11327440196391488,S28+_bottom2
33,4,Brooks Nader,0.109,4,1,0.0402968121752673,S28+_bottom2
33,4,Chandler Kinney,0.109,4,0,0.113274383453537,S28+_bottom2
33,4,Ilona Maher,0.109,4,0,0.12951888678892423,S28+_bottom2
33,4,Jenn Tran,0.109,4,0,0.09607512162587606,S28+_bottom2
33,4,Phaedra Parks,0.109,4,0,0.10432281227965687,S28+_bottom2
33,4,Dwight Howard ,0.099,9,0,0.176688808679416,S28+_bottom2
33,5,Chandler Kinney,0.134,1,0,0.1244626548563455,S28+_bottom2
33,5,Ilona Maher,0.129,2,0,0.1596920343593676,S28+_bottom2
33,5,Joey Graziadei,0.129,2,0,0.1244626562779994,S28+_bottom2
33,5,Danny Amendola,0.126,4,0,0.1244626507547152,S28+_bottom2
33,5,Jenn Tran,0.126,4,0,0.08566452397155633,S28+_bottom2
33,5,Dwight Howard ,0.119,6,0,0.15233701676194747,S28+_bottom2
33,5,Phaedra Parks,0.119,6,1,0.10445579730583895,S28+_bottom2
33,5,Stephen Nedoroscik,0.119,6,0,0.12446266571222953,S28+_bottom2
33,6,Chandler Kinney,0.155,1,0,0.14428003514944102,S28+_bottom2
33,6,Joey Graziadei,0.155,1,0,0.14428003168424605,S28+_bottom2
33,6,Dwight Howard ,0.15,3,0,0.14671881886797178,S28+_bottom2
33,6,Jenn Tran,0.15,3,1,0.06520468087870789,S28+_bottom2
33,6,Danny Amendola,0.136,5,0,0.1442800327042112,S28+_bottom2
33,6,Stephen Nedoroscik,0.136,5,0,0.1442800323371737,S28+_bottom2
33,6,Ilona Maher,0.117,7,0,0.21095636837824827,S28+_bottom2
33,7,Chandler Kinney,0.188,1,0,0.1631846378379062,S28+_bottom2
33,7,Joey Graziadei,0.172,2,0,0.16318463733875768,S28+_bottom2
33,7,Stephen Nedoroscik,0.169,3,0,0.16318462667148942,S28+_bottom2
33,7,Ilona Maher,0.162,4,0,0.20551111587533782,S28+_bottom2
33,7,Danny Amendola,0.159,5,0,0.1631846470098797,S28+_bottom2
33,7,Dwight Howard ,0.15,6,1,0.14175033526662925,S28+_bottom2
33,8,Chandler Kinney,0.207,1,0,0.19409848864615287,S28+_bottom2
33,8,Joey Graziadei,0.207,1,0,0.19409849591749234,S28+_bottom2
33,8,Ilona Maher,0.204,3,0,0.22360601462191496,S28+_bottom2
33,8,Danny Amendola,0.193,4,0,0.19409851092815794,S28+_bottom2
33,8,Stephen Nedoroscik,0.189,5,0,0.19409848988628203,S28+_bottom2
33,9,Chandler Kinney,0.206,1,0,0.19524708301136334,S28+_bottom2
33,9,Joey Graziadei,0.203,2,0,0.19524709031883133,S28+_bottom2
33,9,Stephen Nedoroscik,0.203,2,0,0.19524707799544666,S28+_bottom2
33,9,Ilona Maher,0.196,4,0,0.21901163871333165,S28+_bottom2
33,9,Danny Amendola,0.192,5,0,0.1952471099610271,S28+_bottom2
34,1,Robert Irwin,0.091,1,0,0.0718983899329004,S28+_bottom2
34,1,Whitney Leavitt,0.091,1,0,0.07172269061154125,S28+_bottom2
34,1,Hilaria Baldwin,0.085,3,0,0.06390893888521545,S28+_bottom2
34,1,Alix Earle,0.079,4,0,0.07189840429072854,S28+_bottom2
34,1,Lauren Jauregui,0.079,4,0,0.07037302903088746,S28+_bottom2
34,1,Danielle Fishel,0.073,6,0,0.07424855082396696,S28+_bottom2
34,1,Elaine Hendrix,0.073,6,0,0.07189843508301523,S28+_bottom2
34,1,Jen Affleck,0.073,6,0,0.07152971857778523,S28+_bottom2
34,1,Baron Davis,0.061,9,0,0.06511816616780562,S28+_bottom2
34,1,Dylan Efron,0.061,9,0,0.07211188958743762,S28+_bottom2
34,1,Jordan Chiles,0.061,9,0,0.07189837368334431,S28+_bottom2
34,1,Scott Hoying,0.061,9,0,0.07424849989964315,S28+_bottom2
34,1,Andy Richter,0.055,13,0,0.08233962432149797,S28+_bottom2
34,1,Corey Feldman,0.055,13,0,0.06680528910423082,S28+_bottom2
34,2,Jen Affleck,0.079,1,0,0.07168859135736279,S28+_bottom2
34,2,Jordan Chiles,0.079,1,0,0.07231430903165881,S28+_bottom2
34,2,Robert Irwin,0.079,1,0,0.07231433552619873,S28+_bottom2
34,2,Whitney Leavitt,0.079,1,0,0.07201628171280942,S28+_bottom2
34,2,Alix Earle,0.076,5,0,0.07231434841632861,S28+_bottom2
34,2,Elaine Hendrix,0.076,5,0,0.07231438463673344,S28+_bottom2
34,2,Hilaria Baldwin,0.076,5,0,0.05843508165832662,S28+_bottom2
34,2,Lauren Jauregui,0.076,5,0,0.06971665065791725,S28+_bottom2
34,2,Dylan Efron,0.072,9,0,0.07267604727299658,S28+_bottom2
34,2,Danielle Fishel,0.068,10,0,0.07627266437707508,S28+_bottom2
34,2,Baron Davis,0.065,11,1,0.0605815785699233,S28+_bottom2
34,2,Scott Hoying,0.065,11,0,0.07627264809339043,S28+_bottom2
34,2,Andy Richter,0.058,13,0,0.08953546983311968,S28+_bottom2
34,2,Corey Feldman,0.054,14,1,0.06354760885615929,S28+_bottom2
34,3,Jordan Chiles,0.093,1,0,0.08246251651448623,S28+_bottom2
34,3,Whitney Leavitt,0.093,1,0,0.08183514744045234,S28+_bottom2
34,3,Alix Earle,0.089,3,0,0.08246250394006305,S28+_bottom2
34,3,Dylan Efron,0.089,3,0,0.0832224325645504,S28+_bottom2
34,3,Hilaria Baldwin,0.086,5,0,0.05201816848822559,S28+_bottom2
34,3,Robert Irwin,0.086,5,0,0.08246250501328992,S28+_bottom2
34,3,Scott Hoying,0.086,5,0,0.09069946913613794,S28+_bottom2
34,3,Danielle Fishel,0.082,8,0,0.09069945700203147,S28+_bottom2
34,3,Elaine Hendrix,0.082,8,0,0.08246252982089756,S28+_bottom2
34,3,Jen Affleck,0.074,10,0,0.08114417831541273,S28+_bottom2
34,3,Andy Richter,0.07,11,0,0.11357162954373527,S28+_bottom2
34,3,Lauren Jauregui,0.07,11,1,0.07695946222071752,S28+_bottom2
34,4,Whitney Leavitt,0.101,1,0,0.0874826272503964,S28+_bottom2
34,4,Alix Earle,0.097,2,0,0.08882108844805363,S28+_bottom2
34,4,Elaine Hendrix,0.097,2,0,0.08882109814176394,S28+_bottom2
34,4,Jordan Chiles,0.097,2,0,0.08882110238948208,S28+_bottom2
34,4,Dylan Efron,0.093,5,0,0.09043786425596509,S28+_bottom2
34,4,Hilaria Baldwin,0.093,5,1,0.018774159377196308,S28+_bottom2
34,4,Jen Affleck,0.093,5,0,0.08600431115330737,S28+_bottom2
34,4,Robert Irwin,0.089,8,0,0.08882105045035145,S28+_bottom2
34,4,Danielle Fishel,0.085,9,0,0.10609700323704148,S28+_bottom2
34,4,Scott Hoying,0.085,9,0,0.10609700323704052,S28+_bottom2
34,4,Andy Richter,0.073,11,0,0.14982269205940169,S28+_bottom2
34,5,Dylan Efron,0.115,1,0,0.0999620369779296,S28+_bottom2
34,5,Alix Earle,0.112,2,0,0.09617385518170077,S28+_bottom2
34,5,Robert Irwin,0.112,2,0,0.09617376990221609,S28+_bottom2
34,5,Whitney Leavitt,0.105,4,0,0.09302025473690793,S28+_bottom2
34,5,Jordan Chiles,0.102,5,0,0.09617385936353756,S28+_bottom2
34,5,Elaine Hendrix,0.096,6,0,0.09617386213530334,S28+_bottom2
34,5,Scott Hoying,0.096,6,0,0.10076034770532201,S28+_bottom2
34,5,Danielle Fishel,0.093,8,0,0.10256620169550061,S28+_bottom2
34,5,Jen Affleck,0.093,8,0,0.08951851352200159,S28+_bottom2
34,5,Andy Richter,0.077,10,0,0.1294772987795806,S28+_bottom2
34,6,Jordan Chiles,0.115,1,0,0.09993988017242074,S28+_bottom2
34,6,Whitney Leavitt,0.115,1,0,0.09330409190613427,S28+_bottom2
34,6,Danielle Fishel,0.106,3,0,0.0986662096302793,S28+_bottom2
34,6,Elaine Hendrix,0.106,3,0,0.09993983906097642,S28+_bottom2
34,6,Robert Irwin,0.106,3,0,0.09993977881177439,S28+_bottom2
34,6,Alix Earle,0.103,6,0,0.09993983231259772,S28+_bottom2
34,6,Dylan Efron,0.094,7,0,0.10783108253656978,S28+_bottom2
34,6,Jen Affleck,0.094,7,0,0.08586035579169783,S28+_bottom2
34,6,Scott Hoying,0.082,9,1,0.0941663658906736,S28+_bottom2
34,6,Andy Richter,0.079,10,0,0.1204125638868759,S28+_bottom2
34,7,Alix Earle,0.13,1,0,0.11327510271402727,S28+_bottom2
34,7,Whitney Leavitt,0.127,2,0,0.09972195072741909,S28+_bottom2
34,7,Robert Irwin,0.123,3,0,0.11327511956605046,S28+_bottom2
34,7,Dylan Efron,0.114,4,0,0.12906930055774984,S28+_bottom2
34,7,Jordan Chiles,0.114,4,0,0.11327514999048034,S28+_bottom2
34,7,Danielle Fishel,0.105,6,0,0.1036941950922429,S28+_bottom2
34,7,Jen Affleck,0.102,7,1,0.08417918479883524,S28+_bottom2
34,7,Elaine Hendrix,0.096,8,0,0.1132751203425527,S28+_bottom2
34,7,Andy Richter,0.087,9,0,0.13023487621064223,S28+_bottom2
34,8,Whitney Leavitt,0.131,1,0,0.09987756108411683,S28+_bottom2
34,8,Jordan Chiles,0.129,2,0,0.12695334049472656,S28+_bottom2
34,8,Alix Earle,0.128,3,0,0.1269533809650871,S28+_bottom2
34,8,Dylan Efron,0.126,4,0,0.1574296623501545,S28+_bottom2
34,8,Robert Irwin,0.126,4,0,0.126953399178229,S28+_bottom2
34,8,Elaine Hendrix,0.124,6,0,0.12695331592789158,S28+_bottom2
34,8,Danielle Fishel,0.123,7,1,0.10448095441112694,S28+_bottom2
34,8,Andy Richter,0.113,8,0,0.1303983855886675,S28+_bottom2
34,9,Dylan Efron,0.156,1,0,0.20040649421017373,S28+_bottom2
34,9,Robert Irwin,0.156,1,0,0.14440744045219964,S28+_bottom2
34,9,Whitney Leavitt,0.156,1,0,0.09172200510816823,S28+_bottom2
34,9,Alix Earle,0.148,4,0,0.1444074523075076,S28+_bottom2
34,9,Jordan Chiles,0.144,5,0,0.14440738694667205,S28+_bottom2
34,9,Elaine Hendrix,0.133,6,0,0.14440736764113438,S28+_bottom2
34,9,Andy Richter,0.107,7,1,0.13024185333414434,S28+_bottom2
34,10,Robert Irwin,0.172,1,0,0.16718027258428061,S28+_bottom2
34,10,Alix Earle,0.169,2,0,0.1671802541245799,S28+_bottom2
34,10,Whitney Leavitt,0.169,2,1,0.06619144011321357,S28+_bottom2
34,10,Elaine Hendrix,0.166,4,0,0.1671802116250077,S28+_bottom2
34,10,Jordan Chiles,0.166,4,0,0.16718021308998363,S28+_bottom2
34,10,Dylan Efron,0.16,6,0,0.2650876084629346,S28+_bottom2
34,11,Alix Earle,0.203,1,0,0.1840237326053456,S28+_bottom2
34,11,Jordan Chiles,0.201,2,0,0.1840237284963549,S28+_bottom2
34,11,Robert Irwin,0.201,2,0,0.18402382798372724,S28+_bottom2
34,11,Dylan Efron,0.199,4,0,0.2639049533482736,S28+_bottom2
34,11,Elaine Hendrix,0.196,5,0,0.18402375756629868,S28+_bottom2
