season,week,celebrity_name,judge_percent,judge_rank,eliminated_this_week,estimated_fan_vote_share,rule_type,in_pred_bottom2,fan_rank_from_P,final_score_or_metric,final_rank,pred_eliminated_flag
1,1,Joey McIntyre,0.183,1,0,0.1911799090215349,S1-2_rank,0,1.0,2.0,1,0
1,1,John O'Hurley,0.183,1,0,0.1842000998518423,S1-2_rank,0,3.0,4.0,2,0
1,1,Rachel Hunter,0.183,1,0,0.1450250402118539,S1-2_rank,0,5.0,6.0,3,0
1,1,Evander Holyfield,0.165,4,0,0.1782594324535135,S1-2_rank,0,4.0,8.0,4,0
1,1,Trista Sutter,0.165,4,0,0.1171354063022285,S1-2_rank,0,6.0,10.0,6,1
1,1,Kelly Monaco,0.119,6,0,0.1842001121590265,S1-2_rank,0,2.0,8.0,4,0
1,2,John O'Hurley,0.215,1,0,0.189928431293129,S1-2_rank,0,3.0,4.0,1,0
1,2,Rachel Hunter,0.198,2,0,0.1387975391483271,S1-2_rank,0,5.0,7.0,3,0
1,2,Joey McIntyre,0.174,3,0,0.198767843083007,S1-2_rank,0,1.0,4.0,1,0
1,2,Trista Sutter,0.157,4,1,0.1002291295229632,S1-2_rank,0,6.0,10.0,5,1
1,2,Kelly Monaco,0.14,5,0,0.1899284373155447,S1-2_rank,0,2.0,7.0,3,0
1,2,Evander Holyfield,0.116,6,0,0.1823486196370288,S1-2_rank,0,4.0,10.0,5,0
1,3,Rachel Hunter,0.245,1,0,0.1412563784370863,S1-2_rank,0,5.0,6.0,3,0
1,3,John O'Hurley,0.226,2,0,0.2239112366487869,S1-2_rank,0,2.0,4.0,1,0
1,3,Joey McIntyre,0.208,3,0,0.2371655021409098,S1-2_rank,0,1.0,4.0,1,0
1,3,Kelly Monaco,0.198,4,0,0.2239112313723035,S1-2_rank,0,3.0,7.0,4,0
1,3,Evander Holyfield,0.123,5,1,0.1737556514009134,S1-2_rank,0,4.0,9.0,5,1
1,4,Kelly Monaco,0.283,1,0,0.2791669758959248,S1-2_rank,0,3.0,4.0,1,0
1,4,Rachel Hunter,0.272,2,1,0.1419545026349923,S1-2_rank,0,4.0,6.0,4,1
1,4,John O'Hurley,0.228,3,0,0.2791669983343196,S1-2_rank,0,2.0,5.0,2,0
1,4,Joey McIntyre,0.217,4,0,0.2997115231347632,S1-2_rank,0,1.0,5.0,2,0
1,5,John O'Hurley,0.37,1,0,0.3659718893152155,S1-2_rank,0,1.0,2.0,1,0
1,5,Kelly Monaco,0.322,2,0,0.3659718655402639,S1-2_rank,0,2.0,4.0,2,0
1,5,Joey McIntyre,0.308,3,1,0.2680562451445205,S1-2_rank,0,3.0,6.0,3,1
1,6,Kelly Monaco,0.505,1,0,0.4999999953934841,S1-2_rank,0,2.0,3.0,1,1
1,6,John O'Hurley,0.495,2,0,0.500000004606516,S1-2_rank,0,1.0,3.0,1,0
2,1,Drew Lachey,0.123,1,0,0.1061036182679271,S1-2_rank,0,4.0,5.0,1,0
2,1,Giselle Fernandez,0.118,2,0,0.0847018124069178,S1-2_rank,0,9.0,11.0,5,0
2,1,Tatum O'Neal,0.118,2,0,0.0925804097555522,S1-2_rank,0,8.0,10.0,4,0
2,1,Stacy Keibler,0.113,4,0,0.1061036288826087,S1-2_rank,0,2.0,6.0,2,0
2,1,Jerry Rice,0.108,5,0,0.1061036280050053,S1-2_rank,0,3.0,8.0,3,0
2,1,Tia Carrere,0.103,6,0,0.1007018603650744,S1-2_rank,0,7.0,13.0,8,0
2,1,Lisa Rinna,0.097,7,0,0.1025309469251894,S1-2_rank,0,5.0,12.0,7,0
2,1,George Hamilton,0.092,8,0,0.1017431121742673,S1-2_rank,0,6.0,14.0,9,0
2,1,Kenny Mayne,0.067,9,1,0.0841220627706135,S1-2_rank,0,10.0,19.0,10,1
2,1,Master P,0.062,10,0,0.115308920446844,S1-2_rank,0,1.0,11.0,5,0
2,2,Stacy Keibler,0.145,1,0,0.1177110095988211,S1-2_rank,0,2.0,3.0,1,0
2,2,Drew Lachey,0.135,2,0,0.1177110019172669,S1-2_rank,0,4.0,6.0,2,0
2,2,Giselle Fernandez,0.12,3,0,0.0850452309758011,S1-2_rank,0,9.0,12.0,6,0
2,2,Jerry Rice,0.115,4,0,0.1177110079589525,S1-2_rank,0,3.0,7.0,3,0
2,2,George Hamilton,0.11,5,0,0.1112522487288511,S1-2_rank,0,6.0,11.0,5,0
2,2,Tia Carrere,0.11,5,0,0.1096966558693566,S1-2_rank,0,7.0,12.0,6,0
2,2,Lisa Rinna,0.1,7,0,0.1124257520633198,S1-2_rank,0,5.0,12.0,6,0
2,2,Tatum O'Neal,0.085,8,1,0.0973708640149022,S1-2_rank,0,8.0,16.0,9,1
2,2,Master P,0.08,9,0,0.1310762288727284,S1-2_rank,0,1.0,10.0,4,0
2,3,Drew Lachey,0.148,1,0,0.1340132161365211,S1-2_rank,0,4.0,5.0,2,0
2,3,Stacy Keibler,0.148,1,0,0.134013221910536,S1-2_rank,0,2.0,3.0,1,0
2,3,Tia Carrere,0.143,3,0,0.1198606185897132,S1-2_rank,0,7.0,10.0,5,0
2,3,Lisa Rinna,0.137,4,0,0.1247184220904499,S1-2_rank,0,5.0,9.0,3,0
2,3,George Hamilton,0.121,5,0,0.1226345967373809,S1-2_rank,0,6.0,11.0,7,0
2,3,Giselle Fernandez,0.121,5,1,0.0738310122167376,S1-2_rank,0,8.0,13.0,8,1
2,3,Jerry Rice,0.104,7,0,0.1340132212567651,S1-2_rank,0,3.0,10.0,5,0
2,3,Master P,0.077,8,0,0.1569156910618959,S1-2_rank,0,1.0,9.0,3,0
2,4,Drew Lachey,0.177,1,0,0.1535041449722562,S1-2_rank,0,2.0,3.0,1,0
2,4,Lisa Rinna,0.165,2,0,0.1357859486096975,S1-2_rank,0,5.0,7.0,4,0
2,4,Stacy Keibler,0.165,2,0,0.153504143652033,S1-2_rank,0,3.0,5.0,2,0
2,4,Tia Carrere,0.158,4,0,0.1263636212459443,S1-2_rank,0,7.0,11.0,5,0
2,4,Jerry Rice,0.152,5,0,0.1535041474281453,S1-2_rank,0,1.0,6.0,3,0
2,4,George Hamilton,0.133,6,0,0.1317577197909605,S1-2_rank,0,6.0,12.0,7,1
2,4,Master P,0.051,7,1,0.1455802743009631,S1-2_rank,0,4.0,11.0,5,0
2,5,Stacy Keibler,0.199,1,0,0.1869804887782893,S1-2_rank,0,3.0,4.0,2,0
2,5,Drew Lachey,0.179,2,0,0.1869805076876645,S1-2_rank,0,1.0,3.0,1,0
2,5,Lisa Rinna,0.166,3,0,0.1547065108323739,S1-2_rank,0,4.0,7.0,3,0
2,5,George Hamilton,0.159,4,0,0.1472281252346305,S1-2_rank,0,5.0,9.0,5,0
2,5,Jerry Rice,0.152,5,0,0.1869805027500405,S1-2_rank,0,2.0,7.0,3,0
2,5,Tia Carrere,0.146,6,1,0.1371238647170008,S1-2_rank,0,6.0,12.0,6,1
2,6,Drew Lachey,0.226,1,0,0.22520259709228,S1-2_rank,0,1.0,2.0,1,0
2,6,Stacy Keibler,0.226,1,0,0.2252025603875587,S1-2_rank,0,3.0,4.0,2,0
2,6,Lisa Rinna,0.203,3,0,0.1688990685736269,S1-2_rank,0,4.0,7.0,4,0
2,6,George Hamilton,0.173,4,1,0.155493203400957,S1-2_rank,0,5.0,9.0,5,1
2,6,Jerry Rice,0.173,4,0,0.2252025705455772,S1-2_rank,0,2.0,6.0,3,0
2,7,Drew Lachey,0.27,1,0,0.273679526863648,S1-2_rank,0,1.0,2.0,1,0
2,7,Stacy Keibler,0.27,1,0,0.273679486158243,S1-2_rank,0,2.0,3.0,2,0
2,7,Lisa Rinna,0.26,3,1,0.1789615089213646,S1-2_rank,0,4.0,7.0,3,1
2,7,Jerry Rice,0.201,4,0,0.2736794780567443,S1-2_rank,0,3.0,7.0,3,0
2,8,Drew Lachey,0.344,1,0,0.3333333699837746,S1-2_rank,0,1.0,2.0,1,0
2,8,Stacy Keibler,0.34,2,0,0.3333333305776684,S1-2_rank,0,2.0,4.0,2,0
2,8,Jerry Rice,0.316,3,0,0.3333332994385569,S1-2_rank,0,3.0,6.0,3,1
3,1,Mario Lopez,0.123,1,0,0.0970478835108941,S3-27_percent,0,,0.2200478835108941,1,0
3,1,Emmitt Smith,0.113,2,0,0.0970473928515302,S3-27_percent,0,,0.2100473928515302,2,0
3,1,Vivica A. Fox,0.104,3,0,0.0885155090595719,S3-27_percent,0,,0.19251550905957188,5,0
3,1,Willa Ford,0.104,3,0,0.090250580880715,S3-27_percent,0,,0.194250580880715,3,0
3,1,Joey Lawrence,0.099,5,0,0.0944314846660078,S3-27_percent,0,,0.1934314846660078,4,0
3,1,Monique Coleman,0.09,6,0,0.0940936371614499,S3-27_percent,0,,0.18409363716144989,6,0
3,1,Shanna Moakler,0.085,7,0,0.0854312276099397,S3-27_percent,0,,0.1704312276099397,7,0
3,1,Harry Hamlin,0.08,8,0,0.0887026869113268,S3-27_percent,0,,0.16870268691132678,9,0
3,1,Jerry Springer,0.075,9,0,0.0937729594844308,S3-27_percent,0,,0.1687729594844308,8,0
3,1,Sara Evans,0.071,10,0,0.0920463091353163,S3-27_percent,0,,0.16304630913531631,10,0
3,1,Tucker Carlson,0.057,11,1,0.078660328728817,S3-27_percent,0,,0.135660328728817,11,1
3,2,Joey Lawrence,0.126,1,0,0.1035683578699993,S3-27_percent,0,,0.2295683578699993,1,0
3,2,Monique Coleman,0.113,2,0,0.1030514987007477,S3-27_percent,0,,0.2160514987007477,2,0
3,2,Emmitt Smith,0.104,3,0,0.1075510949741045,S3-27_percent,0,,0.21155109497410451,3,0
3,2,Vivica A. Fox,0.104,3,0,0.0944180035048953,S3-27_percent,0,,0.1984180035048953,5,0
3,2,Willa Ford,0.1,5,0,0.097123756302402,S3-27_percent,0,,0.197123756302402,6,0
3,2,Shanna Moakler,0.096,6,1,0.0895602700110929,S3-27_percent,0,,0.1855602700110929,9,1
3,2,Harry Hamlin,0.091,7,0,0.0947108233109769,S3-27_percent,0,,0.18571082331097688,8,0
3,2,Mario Lopez,0.091,7,0,0.1075511657487067,S3-27_percent,0,,0.19855116574870668,4,0
3,2,Sara Evans,0.091,7,0,0.0999047595659814,S3-27_percent,0,,0.1909047595659814,7,0
3,2,Jerry Springer,0.083,10,0,0.1025602700110929,S3-27_percent,0,,0.1855602700110929,9,0
3,3,Monique Coleman,0.13,1,0,0.114683678976784,S3-27_percent,0,,0.244683678976784,1,0
3,3,Vivica A. Fox,0.13,1,0,0.0986190367641869,S3-27_percent,0,,0.2286190367641869,4,0
3,3,Sara Evans,0.121,3,0,0.1088863042389045,S3-27_percent,0,,0.2298863042389045,2,0
3,3,Harry Hamlin,0.106,4,1,0.0991731364660126,S3-27_percent,0,,0.2051731364660126,9,1
3,3,Joey Lawrence,0.106,4,0,0.1156297670635907,S3-27_percent,0,,0.2216297670635907,5,0
3,3,Mario Lopez,0.106,4,0,0.1228655147606159,S3-27_percent,0,,0.2288655147606159,3,0
3,3,Willa Ford,0.106,4,0,0.1037082678299258,S3-27_percent,0,,0.2097082678299258,8,0
3,3,Jerry Springer,0.101,8,0,0.1135688451233516,S3-27_percent,0,,0.21456884512335161,7,0
3,3,Emmitt Smith,0.092,9,0,0.1228654487766276,S3-27_percent,0,,0.2148654487766276,6,0
3,4,Mario Lopez,0.146,1,0,0.1444294680647861,S3-27_percent,0,,0.2904294680647861,1,0
3,4,Willa Ford,0.141,2,0,0.1080666292402076,S3-27_percent,0,,0.2490666292402076,5,0
3,4,Joey Lawrence,0.136,3,0,0.130905274828103,S3-27_percent,0,,0.266905274828103,2,0
3,4,Emmitt Smith,0.121,4,0,0.144429248045066,S3-27_percent,0,,0.26542924804506596,3,0
3,4,Monique Coleman,0.121,4,0,0.1291201401110792,S3-27_percent,0,,0.2501201401110792,4,0
3,4,Vivica A. Fox,0.121,4,1,0.0980779912953045,S3-27_percent,0,,0.2190779912953045,8,1
3,4,Jerry Springer,0.111,7,0,0.1268932571201486,S3-27_percent,0,,0.23789325712014858,6,0
3,4,Sara Evans,0.101,8,0,0.1180779912953046,S3-27_percent,0,,0.21907799129530459,7,0
3,5,Emmitt Smith,0.149,1,0,0.1734706748220216,S3-27_percent,0,,0.32247067482202163,2,0
3,5,Mario Lopez,0.149,1,0,0.1734707929802115,S3-27_percent,0,,0.32247079298021153,1,0
3,5,Monique Coleman,0.149,1,0,0.1454317368289842,S3-27_percent,0,,0.29443173682898416,3,0
3,5,Willa Ford,0.149,1,1,0.1054013571041507,S3-27_percent,0,,0.2544013571041507,6,0
3,5,Joey Lawrence,0.138,5,0,0.1487425002621444,S3-27_percent,0,,0.28674250026214443,4,0
3,5,Jerry Springer,0.133,6,0,0.141222551182501,S3-27_percent,0,,0.274222551182501,5,0
3,5,Sara Evans,0.133,6,1,0.1122603868199861,S3-27_percent,0,,0.2452603868199861,7,1
3,6,Mario Lopez,0.237,1,0,0.2300895663988274,S3-27_percent,0,,0.46708956639882737,1,0
3,6,Emmitt Smith,0.212,2,0,0.230089658553941,S3-27_percent,0,,0.442089658553941,2,0
3,6,Joey Lawrence,0.203,3,0,0.1864686522310523,S3-27_percent,0,,0.3894686522310523,3,0
3,6,Monique Coleman,0.195,4,0,0.1805067102610081,S3-27_percent,0,,0.3755067102610081,4,0
3,6,Jerry Springer,0.153,5,0,0.1728454125551709,S3-27_percent,0,,0.3258454125551709,5,1
3,7,Emmitt Smith,0.211,1,0,0.2505659094936185,S3-27_percent,0,,0.46156590949361853,1,0
3,7,Joey Lawrence,0.211,1,0,0.1775419784854065,S3-27_percent,0,,0.3885419784854065,3,0
3,7,Mario Lopez,0.207,3,0,0.2505665607604275,S3-27_percent,0,,0.45756656076042745,2,0
3,7,Monique Coleman,0.2,4,0,0.1673036494533037,S3-27_percent,0,,0.36730364945330374,4,0
3,7,Jerry Springer,0.17,5,1,0.1540219018072436,S3-27_percent,0,,0.3240219018072436,5,1
3,8,Mario Lopez,0.261,1,0,0.3141986519991576,S3-27_percent,0,,0.5751986519991577,1,0
3,8,Emmitt Smith,0.248,2,0,0.3141973875647427,S3-27_percent,0,,0.5621973875647427,2,0
3,8,Joey Lawrence,0.248,2,0,0.1945441375580176,S3-27_percent,0,,0.4425441375580176,3,0
3,8,Monique Coleman,0.243,4,1,0.177059822878082,S3-27_percent,0,,0.42005982287808197,4,1
3,9,Emmitt Smith,0.333,1,0,0.3967501035278452,S3-27_percent,0,,0.7297501035278452,2,0
3,9,Joey Lawrence,0.333,1,1,0.2064985607083703,S3-27_percent,0,,0.5394985607083703,3,1
3,9,Mario Lopez,0.333,1,0,0.3967513357637843,S3-27_percent,0,,0.7297513357637844,1,0
3,10,Emmitt Smith,0.5,1,0,0.4999991327508634,S3-27_percent,0,,0.9999991327508634,2,1
3,10,Mario Lopez,0.5,1,0,0.5000008672491365,S3-27_percent,0,,1.0000008672491365,1,0
4,1,Joey Fatone,0.117,1,0,0.0930233890424253,S3-27_percent,0,,0.2100233890424253,1,0
4,1,Laila Ali,0.112,2,0,0.0930236109919477,S3-27_percent,0,,0.2050236109919477,2,0
4,1,Apolo Anton Ohno,0.102,3,0,0.0930237969988156,S3-27_percent,0,,0.1950237969988156,3,0
4,1,Ian Ziering,0.102,3,0,0.0921391452611419,S3-27_percent,0,,0.1941391452611419,4,0
4,1,Paulina Porizkova,0.092,5,0,0.0840825714692299,S3-27_percent,0,,0.1760825714692299,7,0
4,1,Shandi Finnessey,0.092,5,0,0.0866051729436996,S3-27_percent,0,,0.1786051729436996,5,0
4,1,Heather Mills,0.087,7,0,0.0908136756885565,S3-27_percent,0,,0.1778136756885565,6,0
4,1,John Ratzenberger,0.083,8,0,0.0918669151851018,S3-27_percent,0,,0.1748669151851018,8,0
4,1,Clyde Drexler,0.078,9,0,0.0933831502156087,S3-27_percent,0,,0.17138315021560868,9,0
4,1,Leeza Gibbons,0.073,10,0,0.089866875398621,S3-27_percent,0,,0.162866875398621,10,0
4,1,Billy Ray Cyrus,0.063,11,0,0.0921716968048517,S3-27_percent,0,,0.1551716968048517,11,1
4,2,Laila Ali,0.11,1,0,0.094198673987208,S3-27_percent,0,,0.204198673987208,1,0
4,2,Apolo Anton Ohno,0.106,2,0,0.0941990065357737,S3-27_percent,0,,0.20019900653577372,2,0
4,2,Heather Mills,0.098,3,0,0.0907860979105217,S3-27_percent,0,,0.1887860979105217,4,0
4,2,Joey Fatone,0.098,3,0,0.0941982842849878,S3-27_percent,0,,0.1921982842849878,3,0
4,2,Ian Ziering,0.09,5,0,0.0928365886537784,S3-27_percent,0,,0.1828365886537784,5,0
4,2,Billy Ray Cyrus,0.086,6,0,0.0928870620486887,S3-27_percent,0,,0.1788870620486887,6,0
4,2,John Ratzenberger,0.086,6,0,0.0924162801447558,S3-27_percent,0,,0.1784162801447558,7,0
4,2,Leeza Gibbons,0.086,6,0,0.0893155357121865,S3-27_percent,0,,0.1753155357121865,8,0
4,2,Paulina Porizkova,0.086,6,1,0.0802053891639652,S3-27_percent,0,,0.1662053891639652,11,1
4,2,Shandi Finnessey,0.082,10,0,0.0842053891639653,S3-27_percent,0,,0.16620538916396532,10,0
4,2,Clyde Drexler,0.073,11,0,0.0947516923941684,S3-27_percent,0,,0.1677516923941684,9,0
4,3,Heather Mills,0.11,1,0,0.0980459492141838,S3-27_percent,0,,0.2080459492141838,4,0
4,3,Ian Ziering,0.11,1,0,0.1019382861422341,S3-27_percent,0,,0.2119382861422341,2,0
4,3,Joey Fatone,0.11,1,0,0.104505311564691,S3-27_percent,0,,0.214505311564691,1,0
4,3,Leeza Gibbons,0.11,1,0,0.0952343009717983,S3-27_percent,0,,0.2052343009717983,5,0
4,3,Apolo Anton Ohno,0.106,5,0,0.1045060344164264,S3-27_percent,0,,0.2105060344164264,3,0
4,3,Billy Ray Cyrus,0.096,6,0,0.1020331426595921,S3-27_percent,0,,0.1980331426595921,7,0
4,3,Laila Ali,0.096,6,0,0.1045057419073427,S3-27_percent,0,,0.20050574190734272,6,0
4,3,Shandi Finnessey,0.096,6,1,0.0825442999270604,S3-27_percent,0,,0.1785442999270604,10,1
4,3,John Ratzenberger,0.092,9,0,0.1011426332696102,S3-27_percent,0,,0.1931426332696102,8,0
4,3,Clyde Drexler,0.073,10,0,0.1055442999270605,S3-27_percent,0,,0.1785442999270605,9,0
4,4,Joey Fatone,0.147,1,0,0.1173670288415101,S3-27_percent,0,,0.2643670288415101,1,0
4,4,Apolo Anton Ohno,0.137,2,0,0.1173677550120908,S3-27_percent,0,,0.2543677550120908,2,0
4,4,Ian Ziering,0.126,3,0,0.1123517665231733,S3-27_percent,0,,0.2383517665231733,3,0
4,4,Heather Mills,0.121,4,0,0.104670768905837,S3-27_percent,0,,0.22567076890583698,5,0
4,4,Billy Ray Cyrus,0.111,5,0,0.1125370159775864,S3-27_percent,0,,0.2235370159775864,6,0
4,4,Laila Ali,0.111,5,0,0.1173677195608153,S3-27_percent,0,,0.2283677195608153,4,0
4,4,John Ratzenberger,0.084,7,0,0.1107887851682067,S3-27_percent,0,,0.1947887851682067,7,0
4,4,Leeza Gibbons,0.084,7,1,0.0990638124055593,S3-27_percent,0,,0.1830638124055593,9,1
4,4,Clyde Drexler,0.079,9,0,0.1084853476052208,S3-27_percent,0,,0.1874853476052208,8,0
4,5,Apolo Anton Ohno,0.17,1,0,0.1348767386394921,S3-27_percent,0,,0.3048767386394921,1,0
4,5,Laila Ali,0.159,2,0,0.1348765292302221,S3-27_percent,0,,0.2938765292302221,2,0
4,5,Joey Fatone,0.142,3,0,0.1348763030463144,S3-27_percent,0,,0.2768763030463144,3,0
4,5,Ian Ziering,0.136,4,0,0.1252285106814657,S3-27_percent,0,,0.2612285106814657,4,0
4,5,Heather Mills,0.119,5,0,0.110218478668992,S3-27_percent,0,,0.22921847866899198,5,0
4,5,John Ratzenberger,0.102,6,0,0.1221978159790986,S3-27_percent,0,,0.2241978159790986,6,0
4,5,Billy Ray Cyrus,0.097,7,0,0.1255867325300261,S3-27_percent,0,,0.22258673253002612,7,0
4,5,Clyde Drexler,0.074,8,1,0.1121388912243888,S3-27_percent,0,,0.1861388912243888,8,1
4,6,Apolo Anton Ohno,0.165,1,0,0.1579625009257237,S3-27_percent,0,,0.3229625009257237,1,0
4,6,Laila Ali,0.165,1,0,0.1579623916729912,S3-27_percent,0,,0.32296239167299123,2,0
4,6,Joey Fatone,0.159,3,0,0.1579623555648835,S3-27_percent,0,,0.3169623555648835,3,0
4,6,Ian Ziering,0.141,4,0,0.1399714901333588,S3-27_percent,0,,0.28097149013335876,4,0
4,6,Heather Mills,0.135,5,1,0.1112481323208005,S3-27_percent,0,,0.2462481323208005,6,1
4,6,Billy Ray Cyrus,0.124,6,0,0.1406449970614416,S3-27_percent,0,,0.2646449970614416,5,0
4,6,John Ratzenberger,0.112,7,0,0.1342481323208005,S3-27_percent,0,,0.2462481323208005,6,0
4,7,Joey Fatone,0.191,1,0,0.1862804166701092,S3-27_percent,0,,0.3772804166701092,2,0
4,7,Laila Ali,0.191,1,0,0.1862804288213846,S3-27_percent,0,,0.3772804288213846,1,0
4,7,Apolo Anton Ohno,0.175,3,0,0.1862801645886977,S3-27_percent,0,,0.3612801645886977,3,0
4,7,Ian Ziering,0.175,3,0,0.1539005710420266,S3-27_percent,0,,0.3289005710420266,4,0
4,7,John Ratzenberger,0.146,5,1,0.1321292094388909,S3-27_percent,0,,0.27812920943889086,5,0
4,7,Billy Ray Cyrus,0.123,6,0,0.1551292094388908,S3-27_percent,0,,0.2781292094388908,6,1
4,8,Apolo Anton Ohno,0.231,1,0,0.2240566249202263,S3-27_percent,0,,0.4550566249202263,1,0
4,8,Joey Fatone,0.219,2,0,0.2240567759139738,S3-27_percent,0,,0.4430567759139738,2,0
4,8,Laila Ali,0.211,3,0,0.2240565490209667,S3-27_percent,0,,0.4350565490209667,3,0
4,8,Ian Ziering,0.187,4,0,0.1677408237789457,S3-27_percent,0,,0.35474082377894567,4,0
4,8,Billy Ray Cyrus,0.151,5,1,0.1600892263658873,S3-27_percent,0,,0.3110892263658873,5,1
4,9,Joey Fatone,0.253,1,0,0.2736818347898701,S3-27_percent,0,,0.5266818347898701,1,0
4,9,Laila Ali,0.253,1,0,0.2736812187325414,S3-27_percent,0,,0.5266812187325414,2,0
4,9,Apolo Anton Ohno,0.249,3,0,0.2736814510517576,S3-27_percent,0,,0.5226814510517577,3,0
4,9,Ian Ziering,0.245,4,1,0.1789554954258309,S3-27_percent,0,,0.4239554954258309,4,1
4,10,Apolo Anton Ohno,0.34,1,0,0.3333333629121249,S3-27_percent,0,,0.673333362912125,1,0
4,10,Joey Fatone,0.332,2,0,0.3333335320912833,S3-27_percent,0,,0.6653335320912833,2,0
4,10,Laila Ali,0.328,3,0,0.3333331049965918,S3-27_percent,0,,0.6613331049965918,3,1
5,1,Sabrina Bryan,0.101,1,0,0.0843680902292164,S3-27_percent,0,,0.1853680902292164,1,0
5,1,Helio Castroneves,0.097,2,0,0.0862217547435351,S3-27_percent,0,,0.1832217547435351,2,0
5,1,Jane Seymour,0.093,3,0,0.085121913478911,S3-27_percent,0,,0.178121913478911,4,0
5,1,Mel B,0.093,3,0,0.0862216665004891,S3-27_percent,0,,0.1792216665004891,3,0
5,1,Albert Reed,0.082,5,0,0.0725235627818954,S3-27_percent,0,,0.15452356278189538,10,0
5,1,Cameron Mathison,0.082,5,0,0.0851840386822714,S3-27_percent,0,,0.16718403868227139,7,0
5,1,Jennie Garth,0.082,5,0,0.085371934072458,S3-27_percent,0,,0.16737193407245798,6,0
5,1,Marie Osmond,0.082,5,0,0.0862219392129705,S3-27_percent,0,,0.16822193921297052,5,0
5,1,Mark Cuban,0.082,5,0,0.08404992306813,S3-27_percent,0,,0.16604992306813,8,0
5,1,Wayne Newton,0.074,10,0,0.0879058849686353,S3-27_percent,0,,0.16190588496863528,9,0
5,1,Floyd Mayweather Jr. ,0.07,11,0,0.0832217875278684,S3-27_percent,0,,0.1532217875278684,11,0
5,1,Josie Maran,0.062,12,1,0.073587504733619,S3-27_percent,0,,0.135587504733619,12,1
5,2,Helio Castroneves,0.113,1,0,0.0941441816178903,S3-27_percent,0,,0.2071441816178903,1,0
5,2,Sabrina Bryan,0.109,2,0,0.0912037963173103,S3-27_percent,0,,0.2002037963173103,2,0
5,2,Marie Osmond,0.101,3,0,0.094144320674343,S3-27_percent,0,,0.195144320674343,3,0
5,2,Mel B,0.097,4,0,0.0941440860037995,S3-27_percent,0,,0.1911440860037995,4,0
5,2,Albert Reed,0.088,5,1,0.071795379687942,S3-27_percent,0,,0.159795379687942,10,1
5,2,Cameron Mathison,0.088,5,0,0.0925010391243497,S3-27_percent,0,,0.1805010391243497,6,0
5,2,Floyd Mayweather Jr. ,0.088,5,0,0.0893735156064609,S3-27_percent,0,,0.1773735156064609,8,0
5,2,Jane Seymour,0.088,5,0,0.0924024617138968,S3-27_percent,0,,0.1804024617138968,7,0
5,2,Jennie Garth,0.088,5,0,0.0927991158696323,S3-27_percent,0,,0.1807991158696323,5,0
5,2,Mark Cuban,0.076,10,0,0.0906967236964328,S3-27_percent,0,,0.1666967236964328,9,0
5,2,Wayne Newton,0.063,11,0,0.096795379687942,S3-27_percent,0,,0.159795379687942,10,0
5,3,Jane Seymour,0.113,1,0,0.1004724734206283,S3-27_percent,0,,0.2134724734206283,2,0
5,3,Mel B,0.113,1,0,0.1037897278930136,S3-27_percent,0,,0.2167897278930136,1,0
5,3,Sabrina Bryan,0.113,1,0,0.0981761582370717,S3-27_percent,0,,0.2111761582370717,4,0
5,3,Jennie Garth,0.109,4,0,0.1012300003765009,S3-27_percent,0,,0.21023000037650091,5,0
5,3,Marie Osmond,0.109,4,0,0.1037898446439033,S3-27_percent,0,,0.2127898446439033,3,0
5,3,Helio Castroneves,0.1,6,0,0.1037898189848019,S3-27_percent,0,,0.20378981898480192,6,0
5,3,Cameron Mathison,0.096,7,0,0.1006608550762921,S3-27_percent,0,,0.1966608550762921,7,0
5,3,Floyd Mayweather Jr. ,0.088,8,0,0.0946482608148372,S3-27_percent,0,,0.1826482608148372,8,0
5,3,Mark Cuban,0.084,9,0,0.0972014729027005,S3-27_percent,0,,0.1812014729027005,9,0
5,3,Wayne Newton,0.075,10,1,0.0962413876502499,S3-27_percent,0,,0.17124138765024988,10,1
5,4,Sabrina Bryan,0.128,1,0,0.1066976948980296,S3-27_percent,0,,0.2346976948980296,1,0
5,4,Cameron Mathison,0.115,2,0,0.111619529642766,S3-27_percent,0,,0.226619529642766,6,0
5,4,Helio Castroneves,0.115,2,0,0.117764850616086,S3-27_percent,0,,0.232764850616086,2,0
5,4,Jennie Garth,0.115,2,0,0.1127417203886476,S3-27_percent,0,,0.2277417203886476,5,0
5,4,Jane Seymour,0.111,5,0,0.1112477180465388,S3-27_percent,0,,0.2222477180465388,7,0
5,4,Marie Osmond,0.111,5,0,0.1177647487298019,S3-27_percent,0,,0.2287647487298019,4,0
5,4,Mel B,0.111,5,0,0.1177647861973692,S3-27_percent,0,,0.2287647861973692,3,0
5,4,Floyd Mayweather Jr. ,0.098,8,1,0.0996423911580534,S3-27_percent,0,,0.1976423911580534,9,1
5,4,Mark Cuban,0.094,9,0,0.1047565603227071,S3-27_percent,0,,0.1987565603227071,8,0
5,5,Mel B,0.146,1,0,0.1351008594223186,S3-27_percent,0,,0.28110085942231855,1,0
5,5,Sabrina Bryan,0.141,2,0,0.1136456830422882,S3-27_percent,0,,0.2546456830422882,2,0
5,5,Cameron Mathison,0.131,3,0,0.1232595235736983,S3-27_percent,0,,0.2542595235736983,3,0
5,5,Jane Seymour,0.131,3,0,0.1225374491337483,S3-27_percent,0,,0.2535374491337483,4,0
5,5,Jennie Garth,0.126,5,0,0.1254349075610794,S3-27_percent,0,,0.2514349075610794,5,0
